週,企業ID,業界,区分,フェーズ,現金残高,時価総額,売上,支出,収支,現状シェア,シェア目標,生産目標,生産数,生産キャパ,販売目標,販売数,販売キャパ,事業部施設要求,事業部施設キャパ,人事要求値,人事キャパ,共通施設要求,共通施設キャパ,生産人員,営業人員,開発人員,人事人員,広報人員,経理人員,店舗人員
27,28,pc,npc_maker,GROWTH,1606106569,3020538166,42456812,64135351,-21678539,0.08903365906623235,0.11574375678610206,1213,82,860.3715394857769,0,82,0.0,242,44,2106,2582.6278672643525,3635,312,2,60,5,8,2,2,0
27,29,pc,npc_maker,GROWTH,1506124828,2923294391,43421460,70436881,-27015421,0.08903365906623235,0.11574375678610206,1281,82,867.4675372829054,0,82,0.0,275,44,2506,2750.6659406739204,3825,362,2,63,17,8,2,2,0
27,30,pc,npc_maker,GROWTH,1692877391,2929266352,44044168,65575346,-21531178,0.08903365906623235,0.11574375678610206,1190,82,896.9881343087156,0,82,0.0,238,44,2186,2370.3744883590634,3571,312,2,49,21,6,2,2,0
27,31,pc,npc_maker,GROWTH,1576772680,3001846008,43821456,67581496,-23760040,0.08903365906623235,0.11574375678610206,587,82,866.6018305408512,0,82,0.0,117,44,2320,2283.7360308448133,1900,332,2,59,16,6,2,2,0
27,32,pc,npc_maker,GROWTH,1697795454,3033370432,42528152,67923031,-25394879,0.08903365906623235,0.11574375678610206,587,83,872.7561281500547,0,82,0.0,117,44,2293,2477.338713572292,1900,282,2,51,22,7,2,2,0
27,33,pc,npc_maker,GROWTH,1719102553,3317582480,44229980,67532267,-23302287,0.08903365906623235,0.11574375678610206,587,82,879.2158511513113,0,82,0.0,117,44,2186,2518.5431150866266,1900,262,2,50,19,7,2,2,0
27,34,pc,npc_maker,GROWTH,2017277153,7379654529,197335488,118030727,79304761,0.3778501628664495,0.49120521172638437,2925,349,2219.745242797244,0,348,0.0,585,144,2400,3098.5255949983916,8377,362,10,58,10,8,2,2,0
27,35,pc,npc_retail,GROWTH,5991984321,28237821917,4612142380,3904793781,707348599,0.22491598337936713,0.40300292278888605,0,0,0.0,2130,1343,1718.5295614642148,26,244,5306,5459.092688169078,41018,282,0,157,0,18,2,2,20
27,36,pc,npc_retail,STABLE,1319762428,3138178524,42127848,96064474,-53936626,0.15652250532592898,0.26866861519259067,0,0,0.0,1420,63,1184.8184474692366,17,224,3146,3478.5648635286257,27345,432,0,87,0,11,2,2,16
27,37,pc,npc_retail,STABLE,1009199035,2612207403,111144572,147748269,-36603697,0.16120704162173147,0.26866861519259067,0,0,0.0,1420,14,1129.642768421225,17,224,2906,3199.1059872618603,27345,552,0,76,0,12,2,2,17
28,16,automotive,npc_maker,GROWTH,3491871003,36407306859,513915578,303470624,210444954,0.2872297021623827,0.37339861281109754,354,94,14219.021861907513,0,94,0.0,1311,644,7653,7144.889630496329,1379,482,59,119,74,31,2,2,0
28,17,automotive,npc_maker,GROWTH,4374488742,37304463756,685984873,256104530,429880343,0.15830273357813138,0.2057935536515708,300,97,15220.290763439833,0,97,0.0,1111,644,4613,8242.68208704219,1211,402,60,53,25,27,3,5,0
28,18,automotive,npc_maker,GROWTH,3845344621,38553281067,638581648,287126057,351455591,0.18278253773969808,0.2376172990616075,158,112,16083.810651305734,0,98,100.60035369258625,585,794,5413,9676.968209638582,768,512,66,54,28,32,8,7,8
28,19,automotive,npc_maker,GROWTH,2904531096,37742876850,469741396,225587609,244153787,0.11587107303141575,0.1506323949408405,264,71,11122.776502884974,0,71,107.23485767749636,977,494,4720,5276.483930594081,1098,372,37,71,35,16,2,6,10
28,20,automotive,npc_maker,GROWTH,1741735502,24941298330,374891179,156969130,217922049,0.05222358221134231,0.067890656874745,39,39,11405.445426881313,0,85,0.0,144,444,5466,6150.93638540464,396,392,40,91,48,22,2,2,0
28,21,automotive,npc_maker,GROWTH,2637490477,42339427032,502920193,279836860,223083333,0.10934312525499797,0.14214606283149736,229,61,9243.47215593887,0,71,2.934848507844674,848,344,3840,4136.346571615522,989,422,33,45,28,13,13,2,10
28,22,automotive,npc_maker,GROWTH,2797331698,35517576990,718960290,229984517,488975773,0.138718890248878,0.18033455732354142,64,64,12093.73525892179,0,132,0.0,237,544,5573,5712.525243079679,474,352,51,86,47,21,2,2,0
28,23,automotive,npc_maker,GROWTH,2432375567,15002774400,288087396,241935276,46152120,0.3051815585475316,0.3967360261117911,376,66,10935.50324830717,0,60,0.0,1392,444,6373,6019.576575869664,1448,342,37,86,91,21,2,2,0
28,24,automotive,npc_retail,GROWTH,1495490484,3106619384,222466737,255057254,-32590517,0.0324743083003952,0.41482434627150006,0,0,0.0,419,45,45.26395650234625,26,44,2933,3622.6618160260996,7302,462,0,94,0,10,2,2,2
28,25,automotive,npc_retail,GROWTH,1397726746,3146617980,259347110,295243638,-35896528,0.0324743083003952,0.41482434627150006,0,0,0.0,419,46,46.40874513533974,26,44,3333,3834.550673465269,7275,412,0,108,0,11,2,2,2
28,26,automotive,npc_retail,GROWTH,1651761406,3186132600,214219526,236992975,-22773449,0.0324743083003952,0.41482434627150006,0,0,0.0,419,45,46.47629909197364,26,44,2320,2517.922963599728,7272,362,0,75,0,6,2,2,2
28,27,pc,npc_maker,GROWTH,1804396010,3304673384,46784278,64935345,-18151067,0.08896121508001086,0.11564957960401412,571,82,889.1779032451981,0,83,0.0,114,44,2133,2085.2509354121094,1856,262,2,46,23,5,2,2,0
28,28,pc,npc_maker,GROWTH,1584428030,2989250687,43064514,64615351,-21550837,0.08896121508001086,0.11564957960401412,1162,82,873.2411755369632,0,82,0.0,232,44,2213,2612.26146953877,3493,312,2,64,5,8,2,2,0
28,29,pc,npc_maker,GROWTH,1479109407,2909318894,44344944,75086108,-30741164,0.08896121508001086,0.11564957960401412,1228,83,903.0610927716942,0,82,0.0,264,44,2506,2853.6525438494255,3678,362,2,63,17,8,2,2,0
28,30,pc,npc_maker,GROWTH,1671346213,2937530416,44965602,66203038,-21237436,0.08896121508001086,0.11564957960401412,1193,82,879.532220814743,0,82,0.0,238,44,2213,2316.1885919137612,3579,312,2,50,21,6,2,2,0
28,31,pc,npc_maker,GROWTH,1553012640,3025265403,44505910,67581496,-23075586,0.08896121508001086,0.11564957960401412,572,82,896.8430143077794,0,82,0.0,114,44,2320,2355.1661142727035,1859,332,2,59,16,6,2,2,0
28,32,pc,npc_maker,GROWTH,1672400575,3082472064,43784492,68455338,-24670846,0.08896121508001086,0.11564957960401412,571,82,899.0312623212515,0,83,0.0,114,44,2453,2543.140310783483,1856,282,2,51,28,7,2,2,0
28,33,pc,npc_maker,GROWTH,1695800266,3347036680,45132144,69329190,-24197046,0.08896121508001086,0.11564957960401412,572,82,877.2219327114964,0,82,0.0,114,44,2346,2504.073998959071,1859,262,2,50,25,7,2,2,0
28,34,pc,npc_maker,GROWTH,1995718057,8740212558,203633124,118732265,84900859,0.3775427176566314,0.49080553295362084,3942,349,2387.2485132416987,0,349,0.0,809,144,2480,3134.9773427341365,11196,362,10,61,10,8,2,2,0
28,35,pc,npc_retail,GROWTH,6399733704,33541706688,4958365075,4172222259,786142816,0.2368967810540945,0.4148243462715001,0,0,0.0,2084,1399,1733.8969302042053,26,244,5520,5771.836825665612,40129,282,0,164,0,19,2,2,20
28,36,pc,npc_retail,GROWTH,1265825802,3009852230,32070301,88860967,-56790666,0.16487765789340106,0.4148243462715001,0,0,0.0,2084,35,1130.766390451235,26,224,3146,3304.2156595785773,40129,432,0,87,0,11,2,2,16
28,37,pc,npc_retail,STABLE,972595338,2574637416,9523414,72089338,-62565924,0.1698133507472686,0.2765495641810001,0,0,0.0,1389,2,1185.9698754475792,17,224,2906,3328.2389917724304,26752,552,0,76,0,12,2,2,17
29,16,automotive,npc_maker,GROWTH,3527722407,43487855931,527413132,310929077,216484055,0.26952526799387444,0.35038284839203676,323,94,15140.216302052351,0,94,0.0,1196,644,8133,8262.270464843376,1282,482,59,134,74,34,2,2,0
29,17,automotive,npc_maker,GROWTH,4585644648,44513969946,707178791,259569143,447609648,0.14854517611026033,0.19310872894333844,274,98,15301.045453768747,0,97,0.0,1014,644,4746,8101.085183249678,1129,402,60,58,25,27,3,5,0
29,18,automotive,npc_maker,GROWTH,4004532981,46042740342,52215060,290596823,-238381763,0.17151607963246554,0.22297090352220522,129,112,16815.255015364608,0,9,105.65755083366159,477,794,5493,9771.98719564414,677,512,66,57,28,32,8,7,8
29,19,automotive,npc_maker,GROWTH,3003458329,45124040178,482468927,229704530,252764397,0.10872894333843798,0.1413476263399694,238,71,12160.456293736877,0,71,120.70173070543997,881,494,4906,5671.338961768801,1017,372,37,78,35,16,2,6,10
29,20,automotive,npc_maker,GROWTH,1959657551,25044209670,1436177218,228052204,1208125014,0.11638591117917305,0.15130168453292497,86,67,12530.44628847518,0,276,0.0,318,444,5626,6669.730460907514,543,392,40,91,54,22,2,2,0
29,21,automotive,npc_maker,GROWTH,2728699287,50654982885,468716684,203464552,265252132,0.10872894333843798,0.1413476263399694,228,61,9616.564246931744,0,71,38.582329378968154,844,444,3946,4392.058895870139,986,422,33,48,28,14,13,2,10
29,22,automotive,npc_maker,GROWTH,3146440887,42459888339,362935833,254430668,108505165,0.19295558958652373,0.25084226646248087,206,79,12900.3737387985,0,67,0.0,762,544,5760,6016.231550561243,917,352,51,86,54,21,2,2,0
29,23,automotive,npc_maker,GROWTH,2356908909,17864327358,32931263,234713732,-201782469,0.28637059724349156,0.37228177641653903,371,66,10946.312305268442,0,6,0.0,1374,444,6400,5947.663753309713,1432,342,37,87,91,21,2,2,0
29,24,automotive,npc_retail,GROWTH,1462899967,3156347040,190675149,218158400,-27483251,0.031630769230769185,0.4004786978224819,0,0,0.0,416,47,47.86847550162437,26,44,2960,3821.0465803867373,7178,462,0,95,0,10,2,2,2
29,25,automotive,npc_retail,GROWTH,1361830218,3127602016,156322534,197932886,-41610352,0.031630769230769185,0.4004786978224819,0,0,0.0,416,48,46.045752178464916,26,44,3440,4171.392355091376,7145,412,0,111,0,12,2,2,2
29,26,automotive,npc_retail,GROWTH,1628987957,3139918000,178517816,204107878,-25590062,0.031630769230769185,0.4004786978224819,0,0,0.0,416,46,46.36729212340436,26,44,2426,2799.5691895275277,7167,362,0,78,0,7,2,2,2
29,27,pc,npc_maker,GROWTH,1786244943,3217173432,47500222,65055345,-17555123,0.08989981045220688,0.11686975358786894,601,83,873.3600346181598,0,82,0.0,120,44,2213,2040.9611768717787,1939,262,2,49,23,5,2,2,0
29,28,pc,npc_maker,GROWTH,1562877193,2939467295,43987834,65956889,-21969055,0.08881668020579475,0.11546168426753319,1237,82,868.3511625649484,0,82,0.0,247,44,2240,2588.747537435235,3701,312,2,65,5,8,2,2,0
29,29,pc,npc_maker,GROWTH,1448368243,2792856419,46094299,140593796,-94499497,0.08881668020579475,0.11546168426753319,1251,343,673.3163904975194,0,83,0.0,268,44,2746,3072.3786370993776,3742,362,10,63,17,9,2,2,0
29,30,pc,npc_maker,GROWTH,1650108777,2959223584,45923854,67507652,-21583798,0.08881668020579475,0.11546168426753319,1215,82,887.9263011919406,0,82,0.0,243,44,2240,2330.216321391883,3640,312,2,51,21,6,2,2,0
29,31,pc,npc_maker,GROWTH,1529937054,2945465983,45657928,71369186,-25711258,0.08881668020579475,0.11546168426753319,594,83,908.8532344718989,0,82,0.0,118,44,2320,2378.3894356081555,1920,332,2,59,16,6,2,2,0
29,32,pc,npc_maker,GROWTH,1647729729,3020357632,44190866,71101491,-26910625,0.08989981045220688,0.11686975358786894,601,82,907.4751020160163,0,82,0.0,120,44,2480,2558.223751297075,1939,282,2,52,28,7,2,2,0
29,33,pc,npc_maker,GROWTH,1671603220,3212240400,45950668,70313805,-24363137,0.08881668020579475,0.11546168426753319,1207,82,872.8576885097201,0,82,0.0,241,44,2426,2482.962660782217,3618,262,2,53,25,7,2,2,0
29,34,pc,npc_maker,GROWTH,2080618916,10488219962,207565656,119732265,87833391,0.37801245599783373,0.49141619279718385,4041,349,2488.6288030720193,0,349,0.0,829,144,2506,3085.363085071365,11470,362,10,62,10,8,2,2,0
29,35,pc,npc_retail,GROWTH,6865889835,39883079295,5089412339,4269687273,819725066,0.22100924433733976,0.40047869782248185,0,0,0.0,2159,1475,1538.1589154306516,26,244,5813,5212.921071640064,41570,282,0,174,0,20,2,2,20
29,36,pc,npc_retail,GROWTH,1209035136,2875805596,0,61669176,-61669176,0.1538364199129255,0.40047869782248185,0,0,0.0,2159,0,1146.9230033626502,26,224,3200,3335.684651723875,41570,432,0,89,0,11,2,2,16
29,37,pc,npc_retail,STABLE,910029414,2499895008,0,53152255,-53152255,0.15844260867135665,0.2669857985483213,0,0,0.0,1439,0,1137.017389178223,17,224,2906,3162.239720184899,27713,552,0,76,0,12,2,2,17
30,16,automotive,npc_maker,GROWTH,3567820342,51982459575,532422954,317464453,214958501,0.22686567164179106,0.2949253731343284,223,94,15854.810695433844,0,93,0.0,825,644,8586,9054.453371468044,970,482,59,149,74,36,2,2,0
30,17,automotive,npc_maker,GROWTH,4803972064,53153327280,531101371,261513757,269587614,0.14477611940298507,0.1882089552238806,215,98,16751.977920525645,0,71,0.0,796,644,4853,8691.044182592741,945,402,60,62,25,27,3,5,0
30,18,automotive,npc_maker,GROWTH,3565924569,55021008990,827815051,245572205,582242846,0.16716417910447762,0.2173134328358209,110,110,17636.543409878603,0,119,111.47658850485479,407,794,5680,9927.798610899894,618,512,66,57,35,32,8,7,8
30,19,automotive,npc_maker,GROWTH,3106049810,53975799216,495234230,233464528,261769702,0.10597014925373134,0.13776119402985074,188,71,12192.916735471921,0,71,124.45641563159552,696,494,5013,5595.4394422208925,861,372,37,82,35,16,2,6,10
30,20,automotive,npc_maker,GROWTH,3167782565,30052561550,286789614,244639895,42149719,0.30597014925373134,0.3977611940298508,434,68,11687.14432563234,0,67,0.0,1607,444,5786,6154.254313818623,1629,392,40,91,60,22,2,2,0
30,21,automotive,npc_maker,GROWTH,2857516455,60628435185,439089468,202910703,236178765,0.10597014925373134,0.13776119402985074,82,61,10481.8169718748,0,61,70.62407832793421,303,444,3973,4666.588703096104,530,422,33,49,28,14,13,2,10
30,22,automotive,npc_maker,GROWTH,3097624008,50770724397,387454665,241858359,145596306,0.1880597014925373,0.24447761194029852,156,79,13128.154655830565,0,69,0.0,577,544,5920,6053.235443883102,761,352,51,92,54,21,2,2,0
30,23,automotive,npc_maker,GROWTH,2037280995,21301547876,721472512,213996807,507475705,0.2791044776119403,0.3628358208955224,243,66,11605.455824787246,0,128,0.0,900,444,6640,6948.794932933723,1033,342,37,93,91,24,2,2,0
30,24,automotive,npc_retail,GROWTH,1435416716,3157306416,183087916,214266669,-31178753,0.034193146417445426,0.38236607760500935,0,0,0.0,368,44,46.90722766578484,23,44,2960,3734.50435738777,6246,462,0,95,0,10,2,2,2
30,25,automotive,npc_retail,GROWTH,1320219866,2992543752,132107348,190138772,-58031424,0.034193146417445426,0.38236607760500935,0,0,0.0,368,46,45.76632687591612,23,44,3546,4135.233190730434,6232,412,0,115,0,12,2,2,2
30,26,automotive,npc_retail,GROWTH,1603397895,3030994200,134117024,157230343,-23113319,0.034193146417445426,0.38236607760500935,0,0,0.0,368,48,46.6415897703289,23,44,2480,2808.6417531335796,6227,362,0,80,0,7,2,2,2
30,27,pc,npc_maker,GROWTH,1768689820,3221996264,49250540,66544575,-17294035,0.08987547374120194,0.11683811586356253,1077,83,875.2560549724816,0,83,0.0,215,44,2213,2038.2318732956824,3258,262,2,49,23,5,2,2,0
30,28,pc,npc_maker,GROWTH,1540908138,2945690219,44789876,68993808,-24203932,0.08879263670817542,0.11543042772062805,1055,83,892.2037238525262,0,82,0.0,211,44,2293,2650.790473299571,3197,312,2,67,5,8,2,2,0
30,29,pc,npc_maker,GROWTH,1353868746,2823913079,146916294,174329180,-27412886,0.08987547374120194,0.11683811586356253,1422,615,1791.466657127553,0,258,0.0,301,144,2960,3040.659665393098,4215,362,18,63,17,9,2,2,0
30,30,pc,npc_maker,GROWTH,1628524979,2977301224,46967468,69596881,-22629413,0.08879263670817542,0.11543042772062805,1038,83,913.8945521633086,0,82,0.0,207,44,2293,2390.1094225956267,3150,312,2,53,21,6,2,2,0
30,31,pc,npc_maker,GROWTH,1504225796,2964895407,47374823,71778416,-24403593,0.08879263670817542,0.11543042772062805,511,82,886.0813267346748,0,83,0.0,102,44,2453,2775.992600574358,1690,332,2,63,16,7,2,2,0
30,32,pc,npc_maker,GROWTH,1620819104,3049853312,45126240,75101487,-29975247,0.08987547374120194,0.11683811586356253,1048,82,911.0227123382273,0,82,0.0,209,44,2586,2973.9889047023476,3177,282,2,55,28,8,2,2,0
30,33,pc,npc_maker,GROWTH,1647240083,3243080680,47026262,72356881,-25330619,0.08879263670817542,0.11543042772062805,1689,82,867.8560596303316,0,82,0.0,352,44,2480,2771.614902047248,4954,262,2,54,25,8,2,2,0
30,34,pc,npc_maker,GROWTH,2064421362,12466848240,213508777,121516880,91991897,0.3779101245262588,0.4912831618841364,3453,349,2659.81467935149,0,349,0.0,708,144,2506,3122.95388662321,9841,362,10,62,10,8,2,2,0
30,35,pc,npc_retail,GROWTH,7342320410,47466098301,5400649258,4510172269,890476989,0.24061261922893235,0.38236607760500935,0,0,0.0,1895,1477,1729.1058135611274,23,244,6000,6407.149194775951,36495,282,0,179,0,22,2,2,20
30,36,pc,npc_retail,GROWTH,1147365960,2856928474,67019374,118774155,-51754781,0.16749933873066725,0.38236607760500935,0,0,0.0,1895,98,1212.846813886836,23,224,3200,3510.9114558704846,36495,432,0,89,0,11,2,2,16
30,37,pc,npc_retail,STABLE,856877159,2432308788,56246029,100416024,-44169995,0.17251573303890388,0.2549107184033396,0,0,0.0,1263,83,1275.8827717757542,15,224,2906,3523.7079757812853,24330,552,0,76,0,12,2,2,17
31,16,automotive,npc_maker,GROWTH,3604387826,62174154480,557246337,321833679,235412658,0.13854089904200442,0.18010316875460575,120,94,16428.84616696108,0,95,0.0,444,644,9040,9596.54567717896,649,482,59,164,74,38,2,2,0
31,17,automotive,npc_maker,GROWTH,4833361075,63508539680,813334472,262572218,550762254,0.14296241709653648,0.18585114222549742,185,98,16745.454822078005,0,107,0.0,685,644,4960,8531.124484766475,852,402,60,66,25,27,3,5,0
31,18,automotive,npc_maker,GROWTH,3969871187,65820467520,1382761649,185070664,1197690985,0.17538688282977155,0.22800294767870302,20,20,17325.13948736843,0,199,109.30139132598299,74,794,5786,9455.92529839399,337,512,66,57,39,32,8,7,8
31,19,automotive,npc_maker,GROWTH,3212517022,64592520400,392314560,237504526,154810034,0.10464259395725865,0.13603537214443626,183,71,11703.301446088299,0,55,122.71823426222868,677,494,5120,5495.834222883838,846,372,37,85,35,17,2,6,10
31,20,automotive,npc_maker,GROWTH,3051543156,35882057178,0,222639895,-222639895,0.3021370670596905,0.39277818717759766,439,68,12809.985335802357,0,0,0.0,1625,444,5893,7017.468176926227,1644,392,40,94,60,23,2,2,0
31,21,automotive,npc_maker,GROWTH,2950819398,70317303884,451904104,202433778,249470326,0.10464259395725865,0.13603537214443626,85,61,10142.349319389326,0,61,85.75563869802896,314,444,4160,6355.416834231676,540,422,33,49,28,21,13,2,10
31,22,automotive,npc_maker,GROWTH,3088339114,60746972960,488200305,245027589,243172716,0.18570375829034635,0.24141488577745027,148,79,12708.419007498487,0,85,0.0,548,544,6000,5804.2745735138315,736,352,51,95,54,21,2,2,0
31,23,automotive,npc_maker,GROWTH,2442892651,25443519200,675366840,265452187,409914653,0.18865143699336773,0.24524686809137805,203,66,12331.214536244865,0,120,0.0,751,444,6853,7629.358202108357,908,342,37,100,91,25,2,2,0
31,24,automotive,npc_retail,GROWTH,1404237963,3014039600,146703430,178659908,-31956478,0.03551724137931028,0.40624637616874165,0,0,0.0,376,46,45.731693249719804,23,44,2960,3631.3988700105647,6393,462,0,95,0,10,2,2,2
31,25,automotive,npc_retail,GROWTH,1262188442,3003174724,149202651,199256222,-50053571,0.03551724137931028,0.40624637616874165,0,0,0.0,376,47,47.69785822717152,23,44,3600,4298.513524535669,6431,412,0,117,0,12,2,2,2
31,26,automotive,npc_retail,GROWTH,1580284576,3089988400,154684787,183985580,-29300793,0.03551724137931028,0.40624637616874165,0,0,0.0,376,47,48.257849904494236,23,44,2506,3170.350010012336,6431,362,0,80,0,8,2,2,2
31,27,pc,npc_maker,GROWTH,1751395785,3231469684,50599373,67076882,-16477509,0.08574380165289257,0.11146694214876034,1017,82,901.0684421237768,0,83,0.0,203,44,2266,2514.96574032088,3092,262,2,50,23,6,2,2,0
31,28,pc,npc_maker,GROWTH,1516704206,2902821187,46243865,69978423,-23734558,0.08471074380165289,0.11012396694214875,1041,83,866.0507951985016,0,83,0.0,208,44,2453,2564.347933363916,3158,312,2,67,11,8,2,2,0
31,29,pc,npc_maker,GROWTH,1326455860,2724876841,172542845,156504563,16038282,0.2665289256198347,0.34648760330578515,2076,616,2160.424388840196,0,295,0.0,431,244,3013,3200.614009353605,6027,362,18,64,17,10,2,2,0
31,30,pc,npc_maker,GROWTH,1605895566,2963011280,48693527,70116881,-21423354,0.08471074380165289,0.11012396694214875,1026,82,912.0419863841055,0,83,0.0,205,44,2373,2837.961336148645,3117,312,2,55,21,7,2,2,0
31,31,pc,npc_maker,GROWTH,1479822203,2880065154,47581238,73264569,-25683331,0.08574380165289257,0.11146694214876034,1043,83,882.2405681732762,0,82,0.0,208,44,2480,2754.3760077968323,3164,332,2,64,16,7,2,2,0
31,32,pc,npc_maker,GROWTH,1590843857,2930656064,46071372,76590717,-30519345,0.08574380165289257,0.11146694214876034,1037,82,910.5201842719781,0,82,0.0,207,44,2746,3303.3250621256916,3147,282,2,60,28,9,2,2,0
31,33,pc,npc_maker,GROWTH,1621909464,3253649540,47931214,72356881,-24425667,0.08471074380165289,0.11012396694214875,1598,82,897.3087572114374,0,82,0.0,333,44,2560,2855.8208698623293,4702,262,2,57,25,8,2,2,0
31,34,pc,npc_maker,GROWTH,2053192191,14842156833,218470510,122636992,95833518,0.3605371900826446,0.468698347107438,3250,350,2892.6573806143797,0,349,0.0,667,144,2586,3225.504624150909,9279,362,10,65,10,8,2,2,0
31,35,pc,npc_retail,GROWTH,7865681379,56538921360,6075384229,5181171237,894212992,0.25939028818574233,0.40624637616874165,0,0,0.0,1870,1639,1588.3576402198676,23,244,6240,6165.5806458759835,36006,282,0,186,0,24,2,2,20
31,36,pc,npc_retail,GROWTH,1095611179,2716970822,6176610,68522777,-62346167,0.18059024037419677,0.40624637616874165,0,0,0.0,1870,1,1279.2004822392394,23,224,3226,3685.731135760308,36006,432,0,90,0,11,2,2,16
31,37,pc,npc_retail,STABLE,812707164,2406864564,0,53152255,-53152255,0.1859998833314109,0.2708309174458278,0,0,0.0,1246,0,1175.9124087837683,15,224,2906,3225.115751176703,24004,552,0,76,0,12,2,2,17
32,16,automotive,npc_maker,GROWTH,3659581093,74403032544,473352965,323845981,149506984,0.13428571428571429,0.17457142857142857,91,91,14739.711364438663,0,80,0.0,337,644,9306,8536.148089445016,558,482,59,164,84,38,2,2,0
32,17,automotive,npc_maker,GROWTH,5142455276,75934058592,783225639,268172214,515053425,0.1457142857142857,0.18942857142857145,107,98,15998.541508989487,0,116,0.0,396,644,5013,8028.24709723434,608,402,60,68,25,27,3,5,0
32,18,automotive,npc_maker,GROWTH,4969068613,78757741152,160888620,298510662,-137622042,0.2842857142857143,0.3695714285714286,336,112,18740.07435615363,0,30,117.50460905473415,1244,794,5946,9956.409814223796,1323,512,66,57,45,32,8,7,8
32,19,automotive,npc_maker,GROWTH,3206701205,75202579433,546587416,229818371,316769045,0.10142857142857142,0.13185714285714287,155,71,11890.696779028978,0,79,128.2927044793907,574,494,5253,5517.2600978029795,758,372,37,90,35,17,2,6,10
32,20,automotive,npc_maker,GROWTH,2676326104,42882638778,464753250,197882971,266870279,0.29285714285714287,0.3807142857142857,360,68,12807.831351075909,0,75,0.0,1333,444,5893,6974.358688321439,1398,392,40,94,60,23,2,2,0
32,21,automotive,npc_maker,GROWTH,3052748755,84211622341,461872968,208618391,253254577,0.10142857142857142,0.13185714285714287,81,61,10613.272743360983,0,61,94.38915509191212,300,444,4266,6525.118519875564,527,422,33,49,32,21,13,2,10
32,22,automotive,npc_maker,GROWTH,3177094875,72719919744,474698937,256319896,218379041,0.18,0.23399999999999999,149,79,14714.375994000839,0,83,0.0,551,544,6053,6667.856210051511,739,352,51,97,54,21,2,2,0
32,23,automotive,npc_maker,GROWTH,2730662672,30392633760,377652390,269489106,108163284,0.18285714285714286,0.2377142857142857,250,66,12182.449577773898,0,67,0.0,925,444,7093,7978.910574309822,1055,342,37,107,91,27,2,2,0
32,24,automotive,npc_retail,GROWTH,1372281485,2915863456,193530629,222825958,-29295329,0.033358948432760306,0.3847691226615597,0,0,0.0,380,45,46.38350410750896,23,44,2986,3673.556110350896,6477,462,0,96,0,10,2,2,2
32,25,automotive,npc_retail,GROWTH,1212134871,2926661672,284880902,325036263,-40155361,0.033358948432760306,0.3847691226615597,0,0,0.0,380,45,47.98458707950446,23,44,3733,4614.371523782107,6505,412,0,121,0,13,2,2,2
32,26,automotive,npc_retail,GROWTH,1550983783,3046448600,268494549,286303764,-17809215,0.033358948432760306,0.3847691226615597,0,0,0.0,380,48,47.56972402793199,23,44,2533,3116.9208824744514,6497,362,0,81,0,8,2,2,2
32,27,pc,npc_maker,GROWTH,1734918276,3180140972,51300430,68076882,-16776452,0.08119344583027635,0.10555147957935926,1116,82,897.5284635945791,0,82,0.0,223,44,2293,2496.390193305554,3366,262,2,51,23,6,2,2,0
32,28,pc,npc_maker,GROWTH,1492969648,2845431999,46975759,70535346,-23559587,0.08119344583027635,0.10555147957935926,1096,82,893.6362441670543,0,83,0.0,219,44,2506,2939.421495578447,3310,312,2,68,11,9,2,2,0
32,29,pc,npc_maker,GROWTH,1342494142,2660348003,448599879,161778408,286821471,0.28857911469797015,0.3751528491073612,2463,617,2469.035097048816,0,937,0.0,515,244,3146,3433.9841986686392,7099,362,18,68,17,11,2,2,0
32,30,pc,npc_maker,GROWTH,1584472212,2913082560,48968186,70236881,-21268695,0.08119344583027635,0.10555147957935926,1082,83,895.9291711847138,0,82,0.0,216,44,2400,2778.2691681646306,3272,312,2,56,21,7,2,2,0
32,31,pc,npc_maker,GROWTH,1454138872,2839298059,49053747,74003030,-24949283,0.08119344583027635,0.10555147957935926,1090,83,899.6266857986353,0,83,0.0,218,44,2533,2798.9503526220756,3294,332,2,66,16,7,2,2,0
32,32,pc,npc_maker,GROWTH,1560324512,2895087744,46815276,77486101,-30670825,0.08119344583027635,0.10555147957935926,1086,83,915.3768642022213,0,82,0.0,217,44,2800,3309.6302939091315,3283,282,2,62,28,9,2,2,0
32,33,pc,npc_maker,GROWTH,1597483797,3256075180,49198196,73636880,-24438684,0.08021521154316459,0.10427977500611398,1779,82,878.7936144036712,0,82,0.0,371,44,2560,2787.308086652554,5204,262,2,57,25,8,2,2,0
32,34,pc,npc_maker,GROWTH,2046366100,17692548520,224050322,125012263,99038059,0.34140376620200535,0.443824896062607,3396,350,3023.994431015022,0,349,0.0,697,144,2586,3210.458128556738,9683,362,10,65,10,8,2,2,0
32,35,pc,npc_retail,GROWTH,8366610303,67397239296,4719690098,3911746542,807943556,0.2258232730406627,0.38476912266155977,0,0,0.0,2036,1789,1595.6852284389083,25,244,6693,6480.078376600343,38972,282,0,201,0,26,2,2,20
32,36,pc,npc_retail,GROWTH,1033265012,2641080978,276389274,295836056,-19446782,0.15723710085737738,0.38476912266155977,0,0,0.0,2036,321,1247.9498324986275,25,224,3279,3843.1038730999776,39214,432,0,91,0,12,2,2,16
32,37,pc,npc_retail,STABLE,759554909,2352000456,59120334,103226539,-44106205,0.16194822843006162,0.2565127484410399,0,0,0.0,1357,78,1139.4405691310017,16,224,2906,3103.5781991556983,26142,552,0,76,0,12,2,2,17
