週,企業ID,企業名,フェーズ,売上高,費用計,収支,現金残高,借入残高,在庫数,B2B販売数,B2C販売数,生産指示数,生産完了数,開発指示数,開発完了数,採用数,施設規模,人件費,施設費
44,6,Galaxy Mobility,STABLE,0,71781530,-71781530,433589734,0,36,0,0,12,12,0,0,0,2450,9181530,38200000
44,7,Omega Ltd.,GROWTH,0,70538452,-70538452,745528175,0,27,0,0,9,9,0,0,2,2010,12098452,31640000
44,8,Horizon Corporation,STABLE,0,94156608,-94156608,643611290,520000000,21,0,0,10,10,0,0,0,3780,8504608,58880000
44,9,Future Motors,STABLE,48818211,110039688,-61221477,613741405,520000000,21,13,0,11,11,0,0,0,4870,7187688,75880000
44,10,モータースショップ,GROWTH,228814341,251779963,-22965622,1516104294,0,0,0,56,0,0,0,0,1,1080,25083059,31635000
44,11,ファミリーアベニュー,STABLE,0,69066139,-69066139,954296989,0,0,0,0,0,0,0,0,3,1085,20726139,28340000
44,12,カーショップディーラー,STABLE,0,61263067,-61263067,886702374,0,0,0,0,0,0,0,0,1,1080,12923067,30340000
45,1,Player Corp,,0,0,0,1000000000,0,0,0,0,0,0,0,0,0,0,0,0
45,2,Galaxy Motors,GROWTH,0,62692297,-62692297,515102198,0,31,0,0,10,10,0,0,1,1740,12492297,27200000
45,3,Jupiter Group,GROWTH,0,71276910,-71276910,843434283,0,34,0,0,13,13,0,0,5,1210,18916910,18760000
45,4,Prime Cars,CRISIS,69788760,553023387,-483234627,996323901,550000000,22,24,0,11,11,0,0,0,7340,5563072,114720000
45,5,Eco Automotive,GROWTH,88847064,57806147,31040917,665907088,0,27,27,0,13,13,0,0,1,1310,9686147,20520000
45,6,Galaxy Mobility,STABLE,70003320,69781530,221790,433811524,0,24,24,0,12,12,0,0,0,2450,9181530,38200000
45,7,Omega Ltd.,GROWTH,58674222,68021529,-9347307,736180868,0,18,18,0,9,9,0,0,1,2010,11581529,31640000
45,8,Horizon Corporation,STABLE,33284328,93356608,-60072280,583539010,520000000,21,11,0,11,11,0,0,0,3780,8504608,58880000
45,9,Future Motors,STABLE,0,107944304,-107944304,505797101,520000000,32,0,0,11,11,0,0,0,4870,6092304,75880000
45,10,モータースショップ,GROWTH,391018265,407931137,-16912872,1499191422,0,0,0,104,0,0,0,0,3,1080,25698443,31635000
45,11,ファミリーアベニュー,STABLE,0,66933832,-66933832,887363157,0,0,0,0,0,0,0,0,2,1085,19593832,28340000
45,12,カーショップディーラー,STABLE,0,60521528,-60521528,826180846,0,0,0,0,0,0,0,0,3,1080,13181528,30340000
46,1,Player Corp,,0,0,0,1000000000,0,0,0,0,0,0,0,0,0,0,0,0
46,2,Galaxy Motors,GROWTH,68094033,62892297,5201736,520303934,0,21,21,0,11,11,0,0,0,1740,12492297,27200000
46,3,Jupiter Group,GROWTH,77831006,70298447,7532559,850966842,0,25,22,0,13,13,0,0,3,1210,19938447,18760000
46,4,Prime Cars,STABLE,0,153255187,-153255187,843068714,550000000,33,0,0,11,11,0,0,0,7340,5563072,114720000
46,5,Eco Automotive,GROWTH,0,60166147,-60166147,605740941,0,41,0,0,14,14,0,0,1,1310,9846147,20520000
46,6,Galaxy Mobility,STABLE,0,70981530,-70981530,362829994,0,37,0,0,13,13,0,0,0,2450,9181530,38200000
46,7,Omega Ltd.,GROWTH,0,66261529,-66261529,669919339,0,25,0,0,7,7,0,0,2,2010,12221529,31640000
46,8,Horizon Corporation,STABLE,63542808,91156608,-27613800,555925210,520000000,10,21,0,10,10,0,0,0,3780,8504608,58880000
46,9,Future Motors,STABLE,76266666,105415074,-29148408,476648693,520000000,22,21,0,11,11,0,0,0,4870,5563074,75880000
46,10,モータースショップ,GROWTH,341357688,370031720,-28674032,1470517390,0,0,0,84,0,0,0,0,5,1080,27199980,31635000
46,11,ファミリーアベニュー,STABLE,0,63949217,-63949217,823413940,0,0,0,0,0,0,0,0,2,1085,18609217,28340000
46,12,カーショップディーラー,STABLE,4367622,62603917,-58236295,767944551,0,0,0,1,0,0,0,0,1,1080,12726144,30340000
47,1,Player Corp,,0,0,0,1000000000,0,0,0,0,0,0,0,0,0,0,0,0
47,2,Galaxy Motors,GROWTH,0,58504607,-58504607,461799327,0,29,0,0,8,8,0,0,2,1740,11704607,27200000
47,3,Jupiter Group,GROWTH,0,73169215,-73169215,777797627,0,38,0,0,13,13,0,0,5,1210,21809215,18760000
47,4,Prime Cars,STABLE,63973030,150255187,-86282157,756786557,550000000,22,22,0,11,11,0,0,0,7340,5563072,114720000
47,5,Eco Automotive,GROWTH,84974103,58643070,26331033,632071974,0,27,27,0,13,13,0,0,1,1310,10523070,20520000
47,6,Galaxy Mobility,STABLE,70003320,69981530,21790,362851784,0,26,24,0,13,13,0,0,0,2450,9181530,38200000
47,7,Omega Ltd.,GROWTH,58674222,69304605,-10630383,659288956,0,17,18,0,10,10,0,0,1,2010,12664605,31640000
47,8,Horizon Corporation,STABLE,0,92356608,-92356608,463568602,520000000,21,0,0,11,11,0,0,0,3780,8504608,58880000
47,9,Future Motors,STABLE,69003174,104415074,-35411900,441236793,520000000,14,19,0,11,11,0,0,0,4870,5563074,75880000
47,10,モータースショップ,GROWTH,342746573,336311962,6434611,1476952001,0,0,0,91,0,0,0,0,2,1080,27052287,31635000
47,11,ファミリーアベニュー,STABLE,85189122,130943161,-45754039,777659901,0,0,0,19,0,0,0,0,2,1085,17599987,28340000
47,12,カーショップディーラー,STABLE,0,57426144,-57426144,710518407,0,0,0,0,0,0,0,0,0,1080,12086144,30340000
48,1,Player Corp,,0,0,0,1000000000,0,0,0,0,0,0,0,0,0,0,0,0
48,2,Galaxy Motors,STABLE,64470987,60735377,3735610,465534937,0,19,21,0,11,11,0,0,0,1740,11335377,27200000
48,3,Jupiter Group,GROWTH,88444325,68713830,19730495,797528122,0,23,25,0,10,10,0,0,4,1210,22953830,18760000
48,4,Prime Cars,STABLE,0,148055187,-148055187,608731370,550000000,32,0,0,10,10,0,1,0,7340,5563072,114720000
48,5,Eco Automotive,GROWTH,0,58643070,-58643070,573428904,0,40,0,0,13,13,0,0,0,1310,10523070,20520000
48,6,Galaxy Mobility,STABLE,0,68781530,-68781530,294070254,0,38,0,0,12,12,0,0,0,2450,9181530,38200000
48,7,Omega Ltd.,GROWTH,0,69821528,-69821528,589467428,0,27,0,0,10,10,0,0,2,2010,13181528,31640000
48,8,Horizon Corporation,STABLE,60516960,90356608,-29839648,433728954,520000000,12,20,0,11,11,0,0,0,3780,8504608,58880000
48,9,Future Motors,CRISIS,0,386546973,-386546973,657979464,540000000,25,0,0,11,11,0,0,0,4870,5021536,75880000
48,10,モータースショップ,GROWTH,223580002,268707233,-45127231,1431824770,0,0,0,56,0,0,0,0,5,1080,24898441,31635000
48,11,ファミリーアベニュー,STABLE,37356160,91260005,-53903845,723756056,0,0,0,10,0,0,0,0,1,1085,17661525,28340000
48,12,カーショップディーラー,STABLE,0,56401529,-56401529,654116878,0,0,0,0,0,0,0,0,1,1080,12061529,30340000
49,1,Player Corp,,0,0,0,1000000000,0,0,0,0,0,0,0,0,0,0,0,0
49,2,Galaxy Motors,GROWTH,8913852,157629407,-148715555,508207442,0,28,3,0,12,12,0,0,0,1740,11335377,27200000
49,3,Jupiter Group,GROWTH,53066595,70159981,-17093386,780434736,0,17,15,0,9,9,0,0,5,1210,25599981,18760000
49,4,Prime Cars,CRISIS,63973030,447281900,-383308870,852411310,550000000,21,22,0,11,11,0,0,0,7340,5095380,114720000
49,5,Eco Automotive,GROWTH,84974103,59741531,25232572,598661476,0,27,27,0,14,14,0,0,2,1310,11421531,20520000
49,6,Galaxy Mobility,STABLE,75836930,67981530,7855400,301925654,0,25,26,0,13,13,0,0,0,2450,9181530,38200000
49,7,Omega Ltd.,GROWTH,55414543,68276912,-12862369,576605059,0,20,17,0,10,10,0,0,1,2010,13636912,31640000
49,8,Horizon Corporation,STABLE,0,89356608,-89356608,344372346,520000000,23,0,0,11,11,0,0,0,3780,8504608,58880000
49,9,Future Motors,STABLE,50844444,105809843,-54965399,603014065,540000000,20,14,0,9,9,0,0,1,4870,5329228,75880000
49,10,モータースショップ,GROWTH,408695197,387871875,20823322,1452648092,0,0,0,106,0,0,0,0,2,1080,25193825,31635000
49,11,ファミリーアベニュー,STABLE,65514330,112058891,-46544561,677211495,0,0,0,15,0,0,0,0,2,1085,16652296,28340000
49,12,カーショップディーラー,STABLE,11004756,64856919,-53852163,600264715,0,0,0,3,0,0,0,0,1,1080,12603067,30340000
50,1,Player Corp,,0,0,0,1000000000,0,0,0,0,0,0,0,0,0,0,0,0
50,2,Galaxy Motors,GROWTH,68339532,57809224,10530308,518737750,0,14,23,0,9,9,0,0,0,1740,9809224,27200000
50,3,Jupiter Group,GROWTH,0,67809212,-67809212,712625524,0,24,0,0,7,7,0,1,3,1210,25649212,18760000
50,4,Prime Cars,STABLE,0,143454863,-143454863,708956447,550000000,27,0,0,6,6,0,0,0,7340,4196919,114720000
50,5,Eco Automotive,GROWTH,0,58541531,-58541531,540119945,0,40,0,0,13,13,0,0,0,1310,11421531,20520000
50,6,Galaxy Mobility,STABLE,0,68981530,-68981530,232944124,0,38,0,0,13,13,0,0,0,2450,9181530,38200000
50,7,Omega Ltd.,GROWTH,48895185,70486142,-21590957,555014102,0,16,15,0,11,11,0,0,2,2010,14646142,31640000
50,8,Horizon Corporation,CRISIS,36310176,219120429,-182810253,438074349,520000000,22,12,0,11,11,0,0,0,3780,8012301,58880000
50,9,Future Motors,STABLE,0,106009843,-106009843,497004222,540000000,30,0,0,10,10,0,0,0,4870,5329228,75880000
50,10,モータースショップ,GROWTH,114524180,180968780,-66444600,1386203492,0,0,0,31,0,0,0,0,5,1080,27569208,31635000
50,11,ファミリーアベニュー,STABLE,14673008,69865124,-55192116,622019379,0,0,0,4,0,0,0,0,1,1085,16639988,28340000
50,12,カーショップディーラー,STABLE,60364440,103309022,-42944582,557320133,0,0,0,15,0,0,0,0,1,1080,12073837,30340000
51,1,Player Corp,,0,0,0,1000000000,0,0,0,0,0,0,0,0,0,0,0,0
51,2,Galaxy Motors,GROWTH,0,57169224,-57169224,461568526,0,23,0,0,9,9,0,0,0,1740,9169224,27200000
51,3,Jupiter Group,GROWTH,60142141,75473826,-15331685,697293839,0,20,17,0,13,13,0,0,3,1210,27113826,18760000
51,4,Prime Cars,STABLE,61065165,140889034,-79823869,629132578,550000000,12,21,0,6,6,0,0,0,7340,4196919,114720000
51,5,Eco Automotive,GROWTH,84974103,58009223,26964880,567084825,0,26,27,0,13,13,0,0,1,1310,11889223,20520000
51,6,Galaxy Mobility,STABLE,72920125,65781530,7138595,240082719,0,25,25,0,12,12,0,0,0,2450,9181530,38200000
51,7,Omega Ltd.,GROWTH,0,66966144,-66966144,488047958,0,25,0,0,9,9,0,0,1,2010,13526144,31640000
51,8,Horizon Corporation,STABLE,0,88864301,-88864301,349210048,520000000,33,0,0,11,11,0,0,0,3780,8012301,58880000
51,9,Future Motors,STABLE,94425396,103009843,-8584447,488419775,540000000,14,26,0,10,10,0,0,0,4870,5329228,75880000
51,10,モータースショップ,GROWTH,434242615,438026815,-3784200,1382419292,0,0,0,110,0,0,0,0,5,1080,27655361,31635000
51,11,ファミリーアベニュー,STABLE,26901828,78204310,-51302482,570716897,0,0,0,6,0,0,0,0,2,1085,16073834,28340000
51,12,カーショップディーラー,STABLE,0,53413837,-53413837,503906296,0,0,0,0,0,0,0,0,0,1080,12073837,30340000
52,1,Player Corp,,0,0,0,1000000000,0,0,0,0,0,0,0,0,0,0,0,0
52,2,Galaxy Motors,GROWTH,44265830,142999994,-98734164,544680518,0,15,14,0,6,6,0,0,1,1740,8676916,27200000
52,3,Jupiter Group,GROWTH,0,75913825,-75913825,621380014,0,33,0,0,13,13,0,0,4,1210,28553825,18760000
52,4,Prime Cars,CRISIS,1701468,383813985,-382112517,762174577,550000000,17,1,0,6,6,0,0,0,7340,3544612,114720000
52,5,Eco Automotive,GROWTH,0,60209223,-60209223,506875602,0,40,0,0,14,14,0,0,0,1310,11889223,20520000
52,6,Galaxy Mobility,STABLE,46668880,66981530,-20312650,219770069,0,22,16,0,13,13,0,0,0,2450,9181530,38200000
52,7,Omega Ltd.,STABLE,52154864,64258451,-12103587,475944371,0,17,16,0,8,8,0,0,1,2010,14018451,31640000
52,8,Horizon Corporation,CRISIS,69594504,206191545,-136597041,464498263,520000000,21,23,0,11,11,0,0,0,3780,7396917,58880000
52,9,Future Motors,CRISIS,0,302307031,-302307031,603322504,540000000,24,0,0,10,10,0,0,0,4870,5021536,75880000
52,10,モータースショップ,GROWTH,203322049,223070412,-19748363,1362670929,0,0,0,53,0,0,0,0,5,1080,26744594,31635000
52,11,ファミリーアベニュー,STABLE,3735616,59325835,-55590219,515126678,0,0,0,1,0,0,0,0,1,1085,16959987,28340000
52,12,カーショップディーラー,STABLE,57615904,99082717,-41466813,462439483,0,0,0,16,0,0,0,0,0,1080,12073837,30340000
